合约,交易日,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交金额,结算价,前结算价,品种
IF2401,2020-07-21,2586.97,2605.84,2522.68,2544.76,8184,111240,19789180.57,2549.67,2556.91,IF
IF2402,2020-07-21,2908.51,2954.91,2877.73,2896.33,6977,67360,20098031.78,2888.16,2874.05,IF
IF2403,2020-07-21,2030.69,2035.29,2028.16,2028.76,7351,171530,15598670.32,2029.4,2010.25,IF
IH2401,2020-07-21,4648.19,4721.2,4622.72,4685.24,7508,191107,35092689.2,4688.78,4766.32,IH
IC2401,2020-07-22,2590.15,2591.88,2560.71,2583.86,7312,143403,19775877.85,2573.2,2615.1,IC
IC2402,2020-07-22,3040.57,3065.37,3003.78,3037.75,5675,108653,16518222.44,3052.34,3086.95,IC
IF2401,2020-07-22,2555.54,2586.85,2530.48,2563.37,2112,64212,5151987.98,2569.98,2541.38,IF
IF2402,2020-07-22,2897.85,2927.09,2879.73,2914.98,8787,159263,24550941.18,2902.14,2947.76,IF
IF2403,2020-07-22,2040.29,2083.74,2024.36,2036.85,9624,140759,18859349.48,2039.58,2017.46,IF
IH2401,2020-07-22,4588.38,4645.14,4542.03,4612.49,2554,113655,11518148.76,4633.85,4555.74,IH
IC2401,2020-07-23,2597.16,2648.04,2596.53,2610.85,5048,174010,13659961.27,2612.24,2569.95,IC
IC2402,2020-07-23,3076.98,3146.18,2979.06,3062.68,5462,197526,16867464.59,3068.35,3075.05,IC
IF2401,2020-07-23,2582.23,2606.45,2568.7,2598.96,8779,167265,22967286.19,2586.41,2578.77,IF
IF2402,2020-07-23,2942.87,2974.86,2935.43,2954.06,5494,97576,15571420.51,2945.22,2966.29,IF
IF2403,2020-07-23,2154.48,2182.94,2154.44,2158.97,2488,85118,5315501.46,2149.46,2114.91,IF
IH2401,2020-07-23,4583.61,4611.67,4565.16,4601.67,4864,122225,22972254.93,4619.48,4677.74,IH
IC2401,2020-07-24,2566.79,2571.43,2544.15,2571.07,8823,124925,22897105.91,2561.74,2611.55,IC
IC2402,2020-07-24,2976.69,3014.79,2952.2,2993.79,4220,59122,12339182.94,2996.54,2977.02,IC
IF2401,2020-07-24,2606.97,2621.89,2562.37,2599.92,5630,82574,13906539.68,2594.83,2604.14,IF
IF2402,2020-07-24,2909.13,2955.79,2904.7,2934.87,8722,178743,26876251.96,2935.47,2890.41,IF
IF2403,2020-07-24,2126.78,2151.99,2100.6,2121.81,6961,197673,14196605.14,2112.14,2132.02,IF
IH2401,2020-07-24,4446.58,4448.94,4421.73,4433.46,8956,150134,38997135.21,4439.03,4487.34,IH
IC2401,2020-07-27,2558.43,2610.57,2498.87,2574.71,7835,131453,20864535.26,2569.07,2548.84,IC
IC2402,2020-07-27,3012.77,3023.45,2987.35,2990.05,6057,92496,18504527.3,2982.54,2972.68,IC
IF2401,2020-07-27,2525.36,2588.05,2483.17,2519.26,5779,103638,13972388.15,2522.82,2532.46,IF
IF2402,2020-07-27,2921.28,2980.49,2911.82,2920.82,5434,176647,15728014.78,2907.58,2895.79,IF
IF2403,2020-07-27,2227.83,2243.37,2207.35,2211.5,4694,147310,10682317.21,2206.72,2205.88,IF
IH2401,2020-07-27,4535.23,4605.82,4488.71,4570.47,9411,189554,41237729.25,4593.3,4550.83,IH
IC2401,2020-07-28,2583.05,2655.85,2580.38,2583.38,3303,111799,8204977.6,2574.13,2598.33,IC
IC2402,2020-07-28,3009.29,3017.22,2936.07,3016.29,3293,114846,10239643.35,3019.09,2985.23,IC
IF2401,2020-07-28,2502.96,2579.47,2453.38,2523.08,5578,186500,14304647.06,2519.25,2496.63,IF
IF2402,2020-07-28,2852.47,2908.13,2846.11,2867.83,5187,190221,15038522.18,2867.81,2846.39,IF
IF2403,2020-07-28,2186.28,2203.15,2166.07,2182.11,7926,62968,16730283.01,2189.87,2206.99,IF
IH2401,2020-07-28,4657.79,4720.01,4641.98,4658.2,8756,52638,39463232.3,4669.63,4708.23,IH
IC2401,2020-07-29,2517.3,2553.69,2500.38,2526.45,3192,145932,8396474.63,2534.13,2529.04,IC
IC2402,2020-07-29,3143.67,3222.17,3080.21,3154.53,4528,155271,14243864.91,3166.36,3177.2,IC
IF2401,2020-07-29,2540.5,2562.75,2522.8,2529.4,8789,148884,21778245.01,2535.78,2545.04,IF
IF2402,2020-07-29,2907.55,2927.91,2905.78,2907.42,3056,60013,8963801.71,2909.81,2965.56,IF
IF2403,2020-07-29,2232.76,2278.61,2222.74,2223.23,1461,58022,3149135.8,2232.22,2262.69,IF
IH2401,2020-07-29,4633.6,4654.09,4574.85,4649.29,6203,82986,28593244.34,4658.61,4654.32,IH
IC2401,2020-07-30,2507.79,2524.98,2462.47,2520.13,5850,120538,14007047.76,2531.46,2532.97,IC
IC2402,2020-07-30,3083.57,3130.05,3081.5,3096.11,3283,182036,9904570.34,3105.46,3092.23,IC
IF2401,2020-07-30,2521.67,2553.81,2478.74,2497.34,6244,118038,15997667.38,2500.34,2492.61,IF
IF2402,2020-07-30,2929.46,2981.46,2927.75,2951.29,1627,172386,4789891.9,2956.65,2918.92,IF
IF2403,2020-07-30,2165.42,2179.27,2144.73,2159.8,4978,109395,10650257.04,2154.25,2125.73,IF
IH2401,2020-07-30,4554.25,4582.68,4493.0,4535.25,5295,193980,24748207.09,4533.58,4481.21,IH
IC2401,2020-07-31,2480.49,2510.33,2451.36,2497.78,1282,152572,3209830.66,2491.68,2447.38,IC
IC2402,2020-07-31,3161.46,3172.8,3114.03,3153.38,4756,159627,14343631.43,3159.82,3174.84,IC
IF2401,2020-07-31,2510.69,2555.23,2472.45,2486.07,7226,149310,17310185.49,2490.21,2519.86,IF
IF2402,2020-07-31,2873.5,2907.52,2859.93,2875.83,3833,58860,10860545.39,2876.6,2887.42,IF
IF2403,2020-07-31,2077.64,2104.95,2054.92,2085.71,5623,65662,11833662.28,2087.21,2092.18,IF
IH2401,2020-07-31,4416.06,4452.67,4348.4,4403.09,6135,64485,27270691.26,4422.06,4474.99,IH
IC2401,2020-08-03,2431.64,2436.65,2376.42,2406.6,5415,193582,13486591.95,2397.29,2394.22,IC
IC2402,2020-08-03,3161.41,3208.3,3146.96,3165.41,2784,116886,8884602.62,3165.42,3181.82,IC
IF2401,2020-08-03,2501.58,2604.14,2480.43,2520.03,9348,190935,23012387.88,2508.18,2490.06,IF
IF2402,2020-08-03,2980.94,3033.67,2970.14,2999.79,6662,198699,19489691.25,2990.82,2975.88,IF
IF2403,2020-08-03,2073.0,2089.8,2070.14,2078.08,8030,119541,16776261.88,2078.8,2039.05,IF
IH2401,2020-08-03,4474.2,4554.0,4430.03,4469.8,1233,162119,5749107.31,4464.05,4462.15,IH
IC2401,2020-08-04,2353.78,2407.0,2347.78,2374.92,6611,155908,15500773.31,2379.34,2384.97,IC
IC2402,2020-08-04,3311.87,3347.84,3277.02,3306.89,9703,178444,32825368.52,3310.71,3336.93,IC
IF2401,2020-08-04,2499.44,2524.57,2483.78,2488.74,5753,196110,14421601.59,2491.77,2443.74,IF
IF2402,2020-08-04,3073.97,3144.74,3044.18,3088.6,6933,117696,20993487.58,3074.92,3130.93,IF
IF2403,2020-08-04,2071.93,2098.73,2057.7,2075.72,3483,174849,6872393.82,2068.59,2059.35,IF
IH2401,2020-08-04,4575.61,4585.49,4530.66,4565.67,4043,141446,19320764.77,4581.53,4547.1,IH
IC2401,2020-08-05,2380.85,2398.65,2357.57,2373.16,8316,70280,19475400.49,2373.61,2369.82,IC
IC2402,2020-08-05,3302.97,3340.48,3272.72,3337.34,6883,80409,23305048.61,3351.98,3380.01,IC
IF2401,2020-08-05,2509.12,2520.05,2487.69,2499.35,5155,150845,13131268.1,2508.42,2483.83,IF
IF2402,2020-08-05,3069.17,3121.49,3046.87,3064.73,4911,126939,15201472.93,3062.8,3105.1,IF
IF2403,2020-08-05,2110.61,2124.89,2094.7,2103.45,3188,121058,7007906.42,2109.56,2129.66,IF
IH2401,2020-08-05,4545.65,4549.5,4455.3,4541.35,2426,184745,11563949.76,4540.2,4574.2,IH
IC2401,2020-08-06,2434.34,2460.82,2432.21,2440.5,4091,108293,10259744.61,2428.42,2428.72,IC
IC2402,2020-08-06,3410.2,3431.66,3365.53,3390.73,7627,137501,26352421.26,3394.7,3341.35,IC
IF2401,2020-08-06,2457.1,2468.98,2447.85,2460.93,5297,69027,12939819.23,2471.96,2430.3,IF
IF2402,2020-08-06,3046.6,3104.49,2982.66,3060.37,8608,118458,26858595.13,3062.03,3047.13,IF
IF2403,2020-08-06,2085.68,2127.86,2065.74,2102.14,4432,175183,8899999.46,2105.48,2139.66,IF
IH2401,2020-08-06,4560.47,4571.06,4524.14,4561.57,2985,195950,14251244.32,4553.67,4516.48,IH
IC2401,2020-08-07,2409.55,2414.98,2388.91,2397.59,9003,194262,20946121.35,2396.18,2371.52,IC
IC2402,2020-08-07,3493.1,3513.56,3421.52,3482.14,8433,154047,29269217.79,3469.73,3456.43,IC
IF2401,2020-08-07,2442.57,2480.55,2441.71,2459.5,5993,118837,14115930.63,2464.64,2422.17,IF
IF2402,2020-08-07,2911.66,2947.91,2906.29,2934.34,4399,172383,12716908.15,2942.41,2974.97,IF
IF2403,2020-08-07,2093.95,2107.04,2077.04,2083.08,7971,105495,16274511.46,2078.39,2114.52,IF
IH2401,2020-08-07,4522.13,4557.21,4492.63,4523.26,6236,180878,28765242.83,4537.76,4474.27,IH
IC2401,2020-08-10,2434.85,2463.53,2409.48,2429.02,9720,59437,24336857.95,2428.92,2460.6,IC
IC2402,2020-08-10,3511.37,3540.69,3456.97,3516.75,1945,132278,6805574.52,3509.65,3440.46,IC
IF2401,2020-08-10,2557.76,2578.09,2533.01,2546.6,3770,82353,9371574.85,2557.6,2569.52,IF
IF2402,2020-08-10,2913.41,2955.93,2873.8,2923.06,5741,81695,17616412.9,2930.46,2965.95,IF
IF2403,2020-08-10,2102.07,2113.91,2077.15,2081.19,5743,96733,11862673.2,2091.36,2051.6,IF
IH2401,2020-08-10,4561.98,4616.31,4475.02,4559.98,4040,178636,17604171.36,4582.08,4662.86,IH
IC2401,2020-08-11,2465.9,2510.99,2450.99,2474.88,8070,103312,20949675.16,2477.04,2497.58,IC
IC2402,2020-08-11,3478.82,3546.78,3403.47,3487.39,6248,75268,20921292.96,3487.9,3423.04,IC
IF2401,2020-08-11,2534.11,2558.03,2514.54,2523.25,6866,121702,18010217.56,2532.4,2540.67,IF
IF2402,2020-08-11,2902.44,2917.33,2900.78,2907.35,1381,165597,4069392.66,2898.13,2876.05,IF
IF2403,2020-08-11,2055.79,2060.4,2036.34,2058.96,7967,114973,16244278.0,2065.54,2062.79,IF
IH2401,2020-08-11,4569.79,4592.97,4471.51,4579.95,4722,144437,22225970.57,4599.43,4566.04,IH
IC2401,2020-08-12,2541.95,2590.62,2519.54,2549.96,7071,195374,17209874.04,2551.32,2505.69,IC
IC2402,2020-08-12,3542.74,3628.19,3451.8,3488.34,9445,72677,34517288.69,3479.41,3472.63,IC
IF2401,2020-08-12,2496.66,2534.99,2493.88,2494.67,3901,190073,9270269.87,2486.32,2450.5,IF
IF2402,2020-08-12,2916.83,2991.43,2904.13,2918.66,2959,103421,8666419.23,2931.86,2967.52,IF
IF2403,2020-08-12,2028.77,2048.12,2009.51,2011.51,4317,176812,8954656.91,2011.71,2038.16,IF
IH2401,2020-08-12,4599.78,4648.81,4579.38,4615.78,3220,79087,15197537.63,4627.79,4594.34,IH
IC2401,2020-08-13,2445.75,2454.66,2407.01,2436.47,4290,195448,10094077.42,2425.14,2448.16,IC
IC2402,2020-08-13,3493.74,3540.71,3486.42,3512.89,8052,188368,28291126.18,3511.43,3446.75,IC
IF2401,2020-08-13,2510.56,2552.89,2470.7,2529.52,1724,52458,4535725.9,2529.07,2566.4,IF
IF2402,2020-08-13,3014.3,3044.89,2953.84,3016.49,6301,159736,19806846.25,3010.46,3040.98,IF
IF2403,2020-08-13,2112.18,2143.89,2093.06,2094.5,7022,88421,14149783.77,2096.83,2063.8,IF
IH2401,2020-08-13,4465.92,4533.19,4440.06,4504.86,9712,72138,45207422.07,4490.0,4564.11,IH
IC2401,2020-08-14,2318.67,2321.92,2283.22,2320.97,9458,150957,22109260.4,2329.01,2354.48,IC
IC2402,2020-08-14,3525.07,3552.37,3482.19,3546.39,2817,96179,9953349.04,3548.96,3539.09,IC
IF2401,2020-08-14,2573.86,2609.3,2568.43,2571.81,5721,50428,14348566.97,2573.5,2546.87,IF
IF2402,2020-08-14,2928.76,2977.88,2916.01,2941.5,7524,136010,21675978.06,2953.9,2950.28,IF
IF2403,2020-08-14,2160.0,2187.86,2152.54,2170.81,5357,51511,11431059.22,2177.82,2199.69,IF
IH2401,2020-08-14,4568.05,4628.78,4511.93,4543.82,7341,64853,32074687.34,4532.55,4452.2,IH
IC2401,2020-08-17,2273.71,2284.32,2259.12,2268.3,1819,186476,4332098.82,2270.17,2237.72,IC
IC2402,2020-08-17,3401.17,3470.45,3388.25,3420.39,8982,106764,30841878.33,3415.39,3426.62,IC
IF2401,2020-08-17,2580.52,2599.92,2558.84,2580.06,3396,177952,8648791.13,2580.09,2627.96,IF
IF2402,2020-08-17,3000.56,3035.95,2943.64,3012.42,9356,134705,29301102.61,2998.06,3009.7,IF
IF2403,2020-08-17,2152.21,2166.66,2128.27,2158.17,1362,90942,3085165.48,2153.43,2122.49,IF
IH2401,2020-08-17,4570.1,4606.64,4546.6,4560.48,7927,163401,36866199.1,4545.62,4509.94,IH
IC2401,2020-08-18,2287.66,2298.45,2250.82,2281.8,6796,94556,15674883.66,2287.72,2252.95,IC
IC2402,2020-08-18,3511.0,3534.56,3500.28,3520.22,2590,119483,9176835.94,3521.01,3451.23,IC
IF2401,2020-08-18,2573.68,2596.3,2547.8,2567.18,3941,130247,9985172.25,2576.88,2625.98,IF
IF2402,2020-08-18,3072.44,3097.82,3052.47,3079.88,7561,116293,23043391.38,3080.43,3092.41,IF
IF2403,2020-08-18,2245.21,2280.52,2240.05,2242.68,6265,199146,13543926.04,2250.88,2245.19,IF
IH2401,2020-08-18,4591.32,4593.01,4539.34,4581.85,5563,185027,25385273.0,4588.08,4516.55,IH
IC2401,2020-08-19,2309.41,2345.69,2270.31,2284.45,6634,169045,15060690.72,2290.65,2310.51,IC
IC2402,2020-08-19,3550.75,3559.79,3514.21,3545.5,1888,149819,6396378.61,3560.23,3500.9,IC
IF2401,2020-08-19,2647.29,2698.06,2612.68,2634.38,7832,152810,20782932.2,2634.79,2630.18,IF
IF2402,2020-08-19,3016.36,3070.25,2974.04,3014.13,4969,112053,15132427.46,3026.03,3075.48,IF
IF2403,2020-08-19,2261.45,2281.63,2242.51,2264.11,3085,87338,7237759.64,2264.04,2233.07,IF
IH2401,2020-08-19,4505.04,4552.94,4455.12,4516.05,3261,193130,14093270.84,4507.23,4530.66,IH
IC2401,2020-08-20,2327.66,2351.71,2309.55,2337.35,9509,78706,22105791.07,2328.05,2284.49,IC
IC2402,2020-08-20,3465.97,3559.18,3407.17,3474.9,4292,51051,14494816.62,3477.45,3440.26,IC
IF2401,2020-08-20,2657.67,2694.91,2646.2,2676.32,7016,117237,19221781.35,2670.42,2700.37,IF
IF2402,2020-08-20,3052.81,3065.0,3019.99,3034.0,2973,80297,9219888.45,3029.8,2994.47,IF
IF2403,2020-08-20,2239.96,2244.87,2201.83,2231.13,2454,114047,5724707.93,2238.05,2232.27,IF
IH2401,2020-08-20,4638.0,4670.38,4627.76,4645.87,1863,198556,8482416.33,4668.45,4684.95,IH
IC2401,2020-08-21,2379.24,2389.75,2369.46,2383.27,1472,181837,3422664.68,2387.27,2408.3,IC
IC2402,2020-08-21,3528.87,3587.88,3502.23,3534.42,4915,91037,16578217.05,3537.35,3593.37,IC
IF2401,2020-08-21,2717.39,2728.2,2691.36,2724.39,1304,148950,3472833.04,2730.45,2780.04,IF
IF2402,2020-08-21,3036.02,3069.5,3016.79,3031.89,3920,89964,11732648.19,3029.92,3052.14,IF
IF2403,2020-08-21,2236.88,2250.5,2210.5,2227.71,1433,115338,3295643.15,2226.03,2234.02,IF
IH2401,2020-08-21,4641.3,4726.47,4602.13,4625.33,5275,166760,25263352.05,4609.68,4630.67,IH
IC2401,2020-08-24,2524.82,2524.84,2515.19,2518.73,3551,149156,8903386.48,2525.9,2512.3,IC
IC2402,2020-08-24,3518.94,3526.0,3476.74,3512.99,1495,67524,5463569.94,3508.69,3536.51,IC
IF2401,2020-08-24,2788.58,2812.6,2770.7,2772.83,1361,143210,3585832.37,2783.67,2765.59,IF
IF2402,2020-08-24,3100.47,3100.86,3089.6,3098.23,7954,119970,23936610.4,3096.75,3042.93,IF
IF2403,2020-08-24,2224.34,2237.03,2168.83,2206.68,3256,144312,7068913.05,2213.91,2183.37,IF
IH2401,2020-08-24,4635.41,4709.52,4586.19,4653.26,3879,74558,17191888.1,4646.19,4727.28,IH
IC2401,2020-08-25,2539.84,2560.08,2539.18,2546.42,9682,143693,25311557.57,2537.82,2561.42,IC
IC2402,2020-08-25,3459.92,3499.73,3457.34,3479.49,3154,77065,10882397.88,3470.57,3448.08,IC
IF2401,2020-08-25,2774.14,2804.28,2757.23,2762.92,7776,143341,21760184.34,2765.78,2765.75,IF
IF2402,2020-08-25,3224.06,3251.99,3218.87,3236.13,7883,136985,25092615.41,3241.74,3208.44,IF
IF2403,2020-08-25,2274.89,2284.85,2219.79,2251.17,2216,183422,4802256.26,2248.37,2285.49,IF
IH2401,2020-08-25,4641.21,4701.64,4618.95,4642.24,3945,100376,17552185.0,4649.26,4672.53,IH
IC2401,2020-08-26,2611.34,2642.48,2594.49,2623.59,4840,198685,12477605.37,2616.16,2620.11,IC
IC2402,2020-08-26,3416.17,3448.25,3376.65,3420.04,1922,112209,6717129.9,3425.02,3437.29,IC
IF2401,2020-08-26,2741.76,2745.0,2720.3,2735.08,7809,134823,21669022.99,2724.45,2748.7,IF
IF2402,2020-08-26,3129.77,3147.1,3118.4,3126.23,6938,179731,21129965.6,3128.62,3169.26,IF
IF2403,2020-08-26,2284.01,2324.62,2267.49,2285.42,2732,109540,6342302.43,2292.89,2247.42,IF
IH2401,2020-08-26,4598.25,4631.53,4573.51,4578.86,7574,175066,35641728.9,4570.14,4625.63,IH
IC2401,2020-08-27,2599.25,2639.21,2576.38,2626.69,5656,65797,15502799.31,2629.98,2664.36,IC
IC2402,2020-08-27,3391.23,3456.85,3367.62,3404.05,5817,104191,20268510.58,3416.44,3370.77,IC
IF2401,2020-08-27,2803.74,2814.13,2774.66,2794.79,7219,102270,20914951.65,2794.16,2743.73,IF
IF2402,2020-08-27,3034.73,3052.76,3007.36,3046.5,5989,57101,18587271.71,3043.58,3100.97,IF
IF2403,2020-08-27,2304.7,2320.29,2280.71,2313.83,6950,176837,16816148.86,2308.59,2311.72,IF
IH2401,2020-08-27,4553.62,4651.75,4528.43,4552.3,5084,52489,23166468.79,4552.02,4584.3,IH
IC2401,2020-08-28,2657.66,2685.34,2620.44,2639.09,5516,198893,14935761.1,2646.42,2667.48,IC
IC2402,2020-08-28,3485.63,3504.99,3431.44,3454.86,2963,176579,10138040.4,3457.92,3433.41,IC
IF2401,2020-08-28,2760.83,2777.57,2740.7,2771.7,6912,129855,18387941.15,2777.23,2738.28,IF
IF2402,2020-08-28,3049.29,3095.44,3026.55,3038.22,4728,56692,14078621.84,3049.76,2994.66,IF
IF2403,2020-08-28,2341.95,2392.75,2326.58,2346.48,3664,149566,8988744.35,2345.9,2375.14,IF
IH2401,2020-08-28,4388.59,4448.28,4363.85,4400.92,6056,78111,27850784.24,4381.61,4416.18,IH
IC2401,2020-08-31,2590.45,2625.12,2551.63,2598.53,8618,59171,22124374.48,2604.31,2595.37,IC
IC2402,2020-08-31,3497.92,3503.86,3455.39,3472.48,8084,194727,29448930.53,3474.62,3507.32,IC
IF2401,2020-08-31,2776.31,2776.74,2732.25,2753.81,1841,120597,5321519.95,2754.21,2705.3,IF
IF2402,2020-08-31,3039.24,3043.42,3002.13,3035.18,9471,93205,27889478.23,3047.75,3010.68,IF
IF2403,2020-08-31,2434.49,2475.2,2383.85,2427.6,5492,117054,13654545.53,2432.65,2431.4,IF
IH2401,2020-08-31,4500.23,4547.26,4500.17,4501.03,2260,120708,9869213.91,4498.16,4433.23,IH
IC2401,2020-09-01,2596.29,2604.75,2521.86,2594.2,8229,77641,22236144.1,2595.51,2585.18,IC
IC2402,2020-09-01,3581.23,3622.69,3557.92,3571.97,7880,197374,29388867.64,3565.76,3514.14,IC
IF2401,2020-09-01,2725.78,2733.25,2672.6,2720.92,8322,64073,23651000.53,2722.95,2691.29,IF
IF2402,2020-09-01,3060.41,3107.71,3056.42,3061.6,6169,105488,19818916.06,3054.33,3021.31,IF
IF2403,2020-09-01,2437.88,2457.98,2408.22,2424.33,2610,140652,6168984.74,2427.22,2414.45,IF
IH2401,2020-09-01,4412.3,4474.94,4402.12,4418.13,5017,98300,22519017.62,4427.87,4411.71,IH
IC2401,2020-09-02,2565.6,2589.93,2546.45,2578.96,6799,54006,16843545.11,2574.53,2580.87,IC
IC2402,2020-09-02,3572.11,3634.34,3555.67,3574.09,9927,58836,33745896.31,3574.37,3572.22,IC
IF2401,2020-09-02,2641.11,2659.81,2639.31,2646.7,8362,80588,23084554.56,2654.8,2631.57,IF
IF2402,2020-09-02,3115.07,3157.1,3068.14,3081.63,7752,116754,23571956.31,3091.89,3040.15,IF
IF2403,2020-09-02,2418.13,2430.12,2390.23,2411.18,8334,177027,20192269.58,2417.83,2425.94,IF
IH2401,2020-09-02,4471.19,4522.27,4390.01,4413.3,4327,151473,18594779.89,4394.77,4326.22,IH
IC2401,2020-09-03,2512.95,2569.61,2494.47,2506.39,1235,103640,3033710.54,2511.63,2513.35,IC
IC2402,2020-09-03,3568.76,3584.5,3550.01,3555.02,9251,69777,32367459.19,3546.23,3520.31,IC
IF2401,2020-09-03,2650.82,2712.35,2633.34,2640.07,6134,173909,15511118.35,2636.04,2594.42,IF
IF2402,2020-09-03,2975.38,3013.45,2949.32,2988.9,3544,194161,10466142.86,2977.55,3007.08,IF
IF2403,2020-09-03,2360.28,2379.79,2356.49,2361.89,9520,161964,21478879.44,2370.3,2409.22,IF
IH2401,2020-09-03,4544.18,4629.3,4521.66,4522.27,3385,103337,15475599.52,4503.35,4508.36,IH
IC2401,2020-09-04,2500.07,2539.09,2467.27,2486.45,3680,177787,9234222.89,2494.87,2484.26,IC
IC2402,2020-09-04,3665.4,3676.81,3601.01,3672.74,4428,170145,15878168.32,3675.73,3638.14,IC
IF2401,2020-09-04,2580.62,2652.76,2577.63,2583.12,1440,151302,3896010.79,2587.67,2609.56,IF
IF2402,2020-09-04,2924.99,2990.88,2894.83,2907.63,2567,84360,7463100.28,2908.45,2868.17,IF
IF2403,2020-09-04,2312.82,2343.19,2284.72,2315.89,6790,68810,15192466.58,2309.76,2348.14,IF
IH2401,2020-09-04,4586.84,4695.93,4560.5,4580.33,5149,122939,24627171.88,4563.7,4547.63,IH
IC2401,2020-09-07,2477.5,2479.33,2415.85,2455.33,6423,51536,15377299.44,2445.09,2466.03,IC
IC2402,2020-09-07,3663.21,3719.97,3610.29,3638.26,6515,79961,23723640.31,3642.68,3633.45,IC
IF2401,2020-09-07,2575.04,2586.16,2556.99,2585.02,9383,192421,25112276.87,2579.35,2528.35,IF
IF2402,2020-09-07,2827.67,2862.29,2817.56,2837.84,8687,86641,25125957.1,2833.27,2812.26,IF
IF2403,2020-09-07,2298.84,2357.72,2294.09,2306.43,1662,161786,3690924.68,2299.74,2265.65,IF
IH2401,2020-09-07,4545.6,4577.98,4478.09,4537.39,5877,109895,27337802.61,4555.49,4533.08,IH
IC2401,2020-09-08,2359.95,2376.42,2359.04,2376.17,2585,123344,6072094.49,2374.22,2387.04,IC
IC2402,2020-09-08,3677.14,3736.27,3615.06,3654.43,7045,194839,26868731.9,3645.6,3650.33,IC
IF2401,2020-09-08,2556.3,2573.63,2529.54,2530.09,8017,87152,20099794.28,2534.78,2520.89,IF
IF2402,2020-09-08,2834.65,2852.1,2797.89,2844.95,4260,140572,11670380.83,2848.81,2805.89,IF
IF2403,2020-09-08,2307.84,2326.04,2277.57,2303.42,8347,80693,20129860.95,2303.73,2335.26,IF
IH2401,2020-09-08,4713.23,4756.5,4707.7,4722.35,3727,67715,16907686.52,4737.13,4810.39,IH
IC2401,2020-09-09,2309.11,2337.97,2297.24,2311.02,1464,158449,3229057.39,2318.49,2340.11,IC
IC2402,2020-09-09,3748.75,3766.93,3711.27,3723.12,4179,70706,15430290.44,3715.82,3777.32,IC
IF2401,2020-09-09,2463.4,2483.78,2462.5,2473.13,5597,167320,14495391.05,2461.66,2412.9,IF
IF2402,2020-09-09,2828.5,2847.39,2814.75,2822.51,2812,115229,7926394.52,2826.75,2794.77,IF
IF2403,2020-09-09,2303.67,2335.46,2280.81,2291.82,3494,185501,8039395.3,2286.25,2245.34,IF
IH2401,2020-09-09,4717.1,4746.2,4708.95,4730.41,4558,191205,20717906.43,4728.91,4644.79,IH
IC2401,2020-09-10,2251.03,2267.43,2198.35,2239.57,9632,81501,21233511.62,2235.61,2268.86,IC
IC2402,2020-09-10,3736.94,3779.9,3698.75,3702.23,8534,195827,30031222.26,3717.08,3788.27,IC
IF2401,2020-09-10,2446.93,2484.4,2438.8,2458.66,6198,103573,15788823.92,2452.79,2500.05,IF
IF2402,2020-09-10,2724.4,2753.7,2706.49,2734.87,2840,169639,8094352.73,2725.41,2677.98,IF
IF2403,2020-09-10,2202.58,2224.93,2163.57,2223.03,6293,62954,13405790.13,2227.53,2185.76,IF
IH2401,2020-09-10,4693.57,4707.64,4662.9,4679.2,4155,60528,19142584.2,4665.19,4653.25,IH
IC2401,2020-09-11,2282.13,2301.01,2223.27,2269.79,4059,188365,8937309.85,2276.1,2282.43,IC
IC2402,2020-09-11,3633.17,3714.13,3617.15,3646.0,5470,141010,19423994.42,3649.21,3709.36,IC
IF2401,2020-09-11,2516.2,2521.43,2473.91,2517.53,1490,103104,3899861.93,2514.37,2555.63,IF
IF2402,2020-09-11,2660.99,2689.89,2656.3,2679.66,6423,136178,16427160.84,2685.63,2700.23,IF
IF2403,2020-09-11,2176.88,2188.77,2164.45,2167.06,4211,164724,9481601.67,2162.42,2162.0,IF
IH2401,2020-09-11,4815.52,4891.57,4795.78,4816.72,3500,72080,17539359.58,4837.99,4908.14,IH
IC2401,2020-09-14,2377.96,2388.66,2337.1,2352.23,6078,185490,14944402.87,2344.83,2310.64,IC
IC2402,2020-09-14,3672.84,3724.04,3630.73,3645.88,2725,167060,10411871.95,3631.24,3594.04,IC
IF2401,2020-09-14,2573.2,2613.72,2569.53,2605.81,1243,119073,3289453.59,2596.78,2569.42,IF
IF2402,2020-09-14,2673.74,2702.42,2632.78,2692.07,5268,113403,13731136.36,2704.0,2733.36,IF
IF2403,2020-09-14,2104.53,2125.86,2078.84,2099.84,4453,178795,9023467.12,2100.27,2067.65,IF
IH2401,2020-09-14,4813.65,4855.89,4799.77,4850.27,8953,74582,45351535.9,4867.2,4900.86,IH
IC2401,2020-09-15,2378.37,2378.98,2368.41,2377.28,5400,110747,13287546.41,2380.82,2388.22,IC
IC2402,2020-09-15,3783.64,3891.6,3768.0,3805.39,5856,93164,21614491.83,3818.78,3743.65,IC
IF2401,2020-09-15,2627.78,2657.48,2620.38,2632.2,2740,143495,6931167.1,2639.19,2611.3,IF
IF2402,2020-09-15,2693.7,2730.57,2658.52,2687.5,7869,56802,20360201.64,2680.62,2717.01,IF
IF2403,2020-09-15,2090.04,2111.01,2089.74,2096.85,6601,159674,13584526.24,2096.41,2063.18,IF
IH2401,2020-09-15,5087.2,5140.5,4972.42,5041.54,5756,158104,28019702.79,5031.24,4998.58,IH
